Server_Name|App_Code|Env|LOCATION|App_Support_Group|App_Support_Group_email|Release|Exception|Deployment|Deployment_Type|Day|Patch_Date_PST|Patch_Day_PST|Patch_Start_Time_PST|Patch_End_Time_PST|Patch_Date_MNL|Patch_Day_MNL|Patch_Start_Time_MNL|Patch_End_Time_MNL|Assigned_Resource|Exclude_List|Patch_Status|POWER_STATUS|Patching_Shift
dgm0114d1|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 01|7/9/24|Tuesday|10:00 PM|02:00 AM|7/10/24|Wednesday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d2|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 01|7/9/24|Tuesday|10:00 PM|02:00 AM|7/10/24|Wednesday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d3|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 01|7/9/24|Tuesday|10:00 PM|02:00 AM|7/10/24|Wednesday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d4|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 01|7/9/24|Tuesday|10:00 PM|02:00 AM|7/10/24|Wednesday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d6|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d7|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d8|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114d9|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114da|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm0114db|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm011696|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Running|Manila Shift
dgm0116a2|ESNS|DEV|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Running|Manila Shift
dgm01194c|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01194d|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01194e|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01194f|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01196b|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Running|Manila Shift
dgm01196c|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01196d|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
dgm01196e|ESNS|DEV|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|10:00 PM|02:00 AM|7/11/24|Thursday|01:00 PM|05:00 PM|chris|#N/A|PATCHED|Stopped (deallocated)|Manila Shift
pgm010ab4|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm010ab5|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm010ab6|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm010ab7|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm010b14|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm010b15|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm010b16|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm010b17|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm011432|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011433|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011434|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011436|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm011437|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm011438|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm011439|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm0114a3|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011650|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011654|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011655|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011656|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011657|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011658|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011659|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm01165a|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm01165b|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm01166a|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm01166b|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm01166c|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm01166d|ESNS|PROD|East US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 31|8/8/24|Thursday|10:00 PM|02:00 AM|8/9/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|Running|Manila Shift
pgm011697|ESNS|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgm011835|esns|PROD|West US|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03|0|Handheld|MANUAL|Day 20|7/28/24|Sunday|10:00 PM|02:00 AM|7/29/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|PATCHED|Running|Manila Shift
pgn011288|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011289|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011612|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011617|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011618|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011619|ESNS|PROD|CNF East|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 24|8/1/24|Thursday|10:00 PM|02:00 AM|8/2/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011286|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011287|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011611|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011613|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011614|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011615|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
pgn011616|ESNS|PROD|CNF West|Network Engineering|infra.services.network.engineering@safeway.com|2024 R03||Handheld|MANUAL|Day 27|8/4/24|Sunday|10:00 PM|02:00 AM|8/5/24|Monday|01:00 PM|05:00 PM|Robert|#N/A|NOT YET Patched|PoweredOn|Manila Shift
dgm01167d|esobf|DEV|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
dgm011896|esobf|DEV|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|not patched|NOT YET Patched|Running|Manila Shift
dgm0118d7|esobf|DEV|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
dgm011942|ESOBF|DEV|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
pgm0118e3|esobf|PROD|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 21|7/29/24|Monday|06:00 PM|10:00 PM|7/30/24|Tuesday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
pgm0118e4|esobf|PROD|West US|Observability Support|observabilitysupport@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 21|7/29/24|Monday|06:00 PM|10:00 PM|7/30/24|Tuesday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
pgm010eae|ESOP|PROD|East US|Infrastructure B2B Application Support|b2b.support@safeway.com|2024 R03|0|Handheld|MANUAL|Day 19|7/27/24|Saturday|07:00 PM|11:00 PM|7/28/24|Sunday|10:00 AM|02:00 PM|Gregg|not patched|PATCHED|Running|Manila Shift
qgm010db7|ESOP|QA|West US|Infrastructure B2B Application Support|b2b.support@safeway.com|2024 R03|0|Handheld|MANUAL|Day 03|7/11/24|Thursday|10:00 PM|02:00 AM|7/12/24|Friday|01:00 PM|05:00 PM|Chris|not patched|NOT YET Patched|Running|Manila Shift
dgm011197|ESPR|DEV|East US|IT Ops Performance Monitoring and Engineering|IT.Ops.PerformanceEngineering@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
qgm010f60|ESPR|QA|West US|IT Ops Performance Monitoring and Engineering|IT.Ops.PerformanceEngineering@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 03|7/11/24|Thursday|10:00 PM|02:00 AM|7/12/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|PATCHED|Running|Manila Shift
dgm0111b3|ESSB|DEV|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
dgm0111b4|ESSB|DEV|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
pgm011355|ESSB|PROD|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Handheld|MANUAL|Day 17|7/25/24|Thursday|10:00 PM|02:00 AM|7/26/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|PATCHED|Running|Manila Shift
pgm011356|ESSB|PROD|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Handheld|MANUAL|Day 17|7/25/24|Thursday|10:00 PM|02:00 AM|7/26/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|PATCHED|Running|Manila Shift
qgm0111b5|ESSB|QA|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 03|7/11/24|Thursday|10:00 PM|02:00 AM|7/12/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|PATCHED|Running|Manila Shift
qgm0111b6|ESSB|QA|West US|Production Control|Infra.Services.Manila.Production.Control@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 03|7/11/24|Thursday|10:00 PM|02:00 AM|7/12/24|Friday|01:00 PM|05:00 PM|Chris|#N/A|PATCHED|Running|Manila Shift
pgm010f76|ESSL|PROD|West US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm010f77|ESSL|PROD|West US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm010f78|ESSL|PROD|East US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|not patched|NOT YET Patched|Running|Manila Shift
pgm010f79|ESSL|PROD|East US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm0118a5|essl|PROD|East US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm0118a6|essl|PROD|East US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm0118a7|essl|PROD|West US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgm0118a8|essl|PROD|West US|RECS.Linux.Support|RECS.Linux.Support@albertsons.com|2024 R03|0|Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|Running|Manila Shift
pgn011282|ESSL|PROD|CNF West|Unix Server Support|Infra.Services.Unix.Admin@safeway.com|2024 R03||Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|PoweredOn|Manila Shift
pgn011283|ESSL|PROD|CNF West|Unix Server Support|Infra.Services.Unix.Admin@safeway.com|2024 R03||Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|PoweredOn|Manila Shift
pgn011284|ESSL|PROD|CNF East|Unix Server Support|Infra.Services.Unix.Admin@safeway.com|2024 R03||Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|PoweredOn|Manila Shift
pgn011285|ESSL|PROD|CNF East|Unix Server Support|Infra.Services.Unix.Admin@safeway.com|2024 R03||Bulk|MANUAL|Day 19|8/4/24|Sunday|09:00 PM|01:00 AM|8/5/24|Monday|12:00 PM|04:00 PM|chet|#N/A|PATCHED|PoweredOn|Manila Shift
dgm010d72|FTP4|DEV|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 01|7/9/24|Tuesday|06:00 PM|10:00 PM|7/10/24|Wednesday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
dgm0117f3|ftsb|DEV|West US|Integration Services|Infra.Services.Integration.Services@safeway.com|2024 R03|0|Handheld|MANUAL|Day 02|7/10/24|Wednesday|06:00 PM|10:00 PM|7/11/24|Thursday|09:00 AM|01:00 PM|glenn|#N/A|PATCHED|Running|Manila Shift
